id,audio,text
1952,audio_01952.wav,THOUGH IT HARMONIZES WITH DATA OF FISHES THAT FALL AS IF FROM A STATIONARY SOURCE AND OF COURSE WITH OTHER DATA TOO IS INADEQUATE TO ACCOUNT FOR TWO PECULIARITIES OF THE FALLS OF FROGS THAT NEVER HAS A FALL OF TADPOLES BEEN REPORTED
1044,audio_01044.wav,सागरिका घोष एक और किस्सा सुनाती हैं जब इंदिरा गांधी पश्चिम बंगाल
1462,audio_01462.wav,you have been struck by a thunderbolt.
1049,audio_01049.wav,அப்பளம் நிறைய சாப்பிடுவேன் சாப்பாடு மட்டன் சிக்கனு நல்ல ஓரளவுக்கு அப்டியே சாப்பிடுவேன் நல்லா
1685,audio_01685.wav,ஒரு புத்தகத்தை படித்து முடிக்க எனக்கு ஒரு ஆஃப்பனவர் எடுத்துப்பேன் பொறுமையாக படிப்பேன் ஆனால் கொஞ்சம் பெரிய சைஸ் புக்குதான் எடுத்துப்பேன் சின்ன புக்கு எடுத்துக்க பெரிய சைஸ் புக்கு தான் எடுத்துப்பேன்
1179,audio_01179.wav,अमृतसर रेल हादसे से कुछ ही देर पहले दलबीर सिंह वहां की
1445,audio_01445.wav,एक फ़्रांसीसी पेशेवर की मदद से उनकी पहचान क्राउन प्रिंस के साथ
1102,audio_01102.wav,WE LEFT THE HOUSE AND STARTED ON OUR RETURN TO PARIS TALKING OVER THE NEW PLAN
366,audio_00366.wav,balen had never dreamt in his wildest dreams.
1437,audio_01437.wav,நீங்கள் ஆ என்னோடய நம்பர் தாங்க இந்த நம்பர் தான் இந்த நம்பருக்கே வந்து அவங்கள ஒரு ஃபோன் பண்ணி எனக்கு ஒரு தகவல் சொல்ல சொல்லுங்க
1965,audio_01965.wav,यह विश्व के प्राकृतिक बंदरगाहों में से एक है
167,audio_00167.wav,ஒருத்தருக்கு உடம்பு சரி இல்லைன்னா போகிற இடம் மருத்துவமனை ஹாஸ்ப்பிட்டல் கிளீனிக் அப்புறம் வந்து சில சில இடங்கள் சிறிய இடங்கள் கூட சில பேர் வந்து மருத்துவம் பார்க்குறாங்க அதாவது வீட்டு மருத்துவம் பாட்டி மருத்துவம் கூட சொல்லுவாங்க
1173,audio_01173.wav,ESTABLISHES MARRIAGE AND GIVES PERMANENCE TO HUMAN SOCIETY THE NATURAL ASSOCIATION OF THE SENTIMENT OF LOVE WITH THE HEYDAY OF THE BLOOD SEEMS TO REQUIRE THAT IN ORDER TO PORTRAY IT IN VIVID TINTS WHICH EVERY YOUTH AND MAID SHOULD CONFESS TO BE TRUE TO THEIR THROBBING EXPERIENCE
425,audio_00425.wav,i believe that.
713,audio_00713.wav,asking the question.
432,audio_00432.wav,deuta is a very liberal person.
852,audio_00852.wav,அந்த பாட்டு கேட்டுகிட்டே சிந்தனை செய்யுறது தூக்கத்தை விட்டுவிட்டு அந்த அந்த பாட்டுகளோட வரிகளையும் இந்த ப்ரோனோசியேஷன் எப்படி வரும் லிவ்விங்ஸ் எல்லாம் இந்தமாதிரி மியூசிக்கள் எப்படி எடுத்துகிறான் அந்தமாதிரி யோசிச்சுட்டு அந்த பாட்டு கேட்டுகிட்டு ஃபீல் பண்ணுறது எனக்கு ரொம்ப ரொம்ப பிடிக்கும்
769,audio_00769.wav,उसने मुझे कहा बहुत एटीट्यूड है तेरे में
1086,audio_01086.wav,सरकार बना रही है और पंजाब में प्रांतीय असेंबली की सीटों के
1903,audio_01903.wav,on the previously cleaned few articles of furniture.
1083,audio_01083.wav,டிசி வேணும் ஸ்கூலுக்கு வரு நம்ம வந்து சேரணும்னா பொதுவாக ஆதார் கார்டு பாஸ் ஏதோ ஒரு ஆதார் கார்டு ஏதோ வச்சி கொடுத்து நீங்கள் வந்து சப்மிட் பண்ணிணா தான் உங்களை சேர்த்துப்பாங்க அப்படி சேர்க்குறப்ப
1936,audio_01936.wav,although have married an american girl.
1396,audio_01396.wav,JULY TWENTY FIFTH EIGHTEEN FIFTY
1616,audio_01616.wav,i cannot leave my parents alone in their old age.
30,audio_00030.wav,KARA BREATHED A SIGH OF RELIEF AND HIS FACE WAS WREATHED IN SMILES WHY OF COURSE TELL HIM TO COME UP ASK HIM IF HE MINDS SEEING ME IN MY ROOM I TOLD HIM YOU WERE IN BED SIR AND HE USED SHOCKING LANGUAGE SAID FISHER KARA LAUGHED SEND HIM UP HE SAID
723,audio_00723.wav,the rest of his story charged up within me.
1661,audio_01661.wav,जिसने फिलीपींस के लोगों को ही नहीं बल्कि पूरी दुनिया को उत्साहित
698,audio_00698.wav,prabal had enrolled in north western university.
1124,audio_01124.wav,you need not worry.
940,audio_00940.wav,इससे दूर रहना भी मेरे लिए असहनीय था
363,audio_00363.wav,AND THE FIRST CONDITION IS THAT WE MUST LEAVE A TOO CLOSE AND LINGERING ADHERENCE TO FACTS AND STUDY THE SENTIMENT AS IT APPEARED IN HOPE AND NOT IN HISTORY FOR EACH MAN SEES HIS OWN LIFE DEFACED AND DISFIGURED
1476,audio_01476.wav,IT WAS THE NOSING AND FUMBLING NOT OF LIONS AND TIGERS BUT OF DOMESTIC ANIMALS LET LOOSE AS FOR THE JOKE EVEN THE JOKE MADE MISSUS STRINGHAM UNEASY AND HER MUTE COMMUNION WITH DENSHER TO WHICH WE HAVE ALLUDED
85,audio_00085.wav,YES SIR SAID THE VALET HASTILY IS IT REAL GREY INSISTED THE VISITOR PULL ONE OUT AND SEE THE STARTLED FISHER DREW BACK WITH AN APOLOGETIC SMILE I COULDN'T THINK OF DOING A THING LIKE THAT SIR OH YOU COULDN'T SNEERED THE VISITOR
1247,audio_01247.wav,OF THE BRITISH MUSEUM BRISTLING WITH EXCLUSIONISM WRITES THAT SOME OF THESE FISHES WHICH HAD BEEN SENT TO HIM ALIVE WERE VERY YOUNG MINNOWS HE SAYS ON READING THE EVIDENCE IT SEEMS TO ME MOST PROBABLY ONLY A PRACTICAL JOKE
585,audio_00585.wav,लोगों की नौकरियां जा सकती हैं
1845,audio_01845.wav,BLUFF ADMITTED AS TEDDY DIDN'T KNOW WHERE WE HUNG OUT AND COULDN'T FIND HIS WAY TO LUMBER RUN CAMP YOU CAN SEE THAT HE WOULD HAVE HAD TO CHOOSE BETWEEN GOING BACK TO NACKERSON OR LOSING HIMSELF IN THE BIG WOODS
264,audio_00264.wav,I WISHED ABOVE ALL NOT TO LEAVE MYSELF TIME TO THINK OVER THE POSITION I HAD ACCEPTED FOR IN SPITE OF MYSELF IT WAS A GREAT DISTRESS TO ME THUS MY LIFE GENERALLY SO CALM
1398,audio_01398.wav,போன வாரத்தில் யாராவது எனக்கு அறுபதாயிரம் ரூபாய்க்கு மேல் அனுப்பி இருக்கிறார்களா
1122,audio_01122.wav,OF ALL INSTANCES I HAVE THAT ATTRIBUTE THE FALL OF SMALL FROGS OR TOADS TO WHIRLWINDS ONLY ONE DEFINITELY IDENTIFIES OR PLACES THE WHIRLWIND ALSO AS HAS BEEN SAID BEFORE A POND GOING UP WOULD BE QUITE AS INTERESTING AS FROGS COMING DOWN
1031,audio_01031.wav,எனக்கு போக ரொம்ப பிடிக்கிற இடங்கள் அப்படின்னா ஃபஸ்ட்டு ஒன்று வந்து தஞ்சாவூர் பெரியக்கோயில் பிடிக்கும்
1364,audio_01364.wav,வெளில சில மாடுகள் கட்டியிருக்கும் பக்கத்தில் ஒரு குளமும் இருக்குது
1872,audio_01872.wav,come here and i didnt think it would help.
1262,audio_01262.wav,STICKING OUT OF HIS HEAD OH WHAT A WHOPPER HE GASPED AS HE DREW NEAR THE SPOT WHERE THEY STOOD WHAT'S THAT DEMANDED FRANK WONDERING WHAT WAS COMING NOW AND SUCH TRE MENDOUS HORNS TOO CONTINUED WILL
1665,audio_01665.wav,इनकी चौड़ाई तीन मीटर गहराई बीस सेंटीमीटर और वज़न क़रीब तीस टन
938,audio_00938.wav,காதலர்களுக்கான ஒரு சின்னமாக விளங்குகிற தாஜ்மஹாலை
1977,audio_01977.wav,BUT HERE ARE THE CIRCUMSTANCES OF A SCOOP IN THE EXCLUSIONIST IMAGINATION THERE IS NO REGARD FOR MUD DEBRIS FROM THE BOTTOM OF A POND FLOATING VEGETATION LOOSE THINGS FROM THE SHORES BUT A PRECISE PICKING OUT OF FROGS ONLY
1235,audio_01235.wav,है इसलिए वो इससे जुड़ी शर्ते तय कर सकता है
1320,audio_01320.wav,MY EXPENSES WERE VERY MODERATE ONLY I USED UP MY YEAR'S INCOME IN EIGHT MONTHS AND SPENT THE FOUR SUMMER MONTHS WITH MY FATHER WHICH PRACTICALLY GAVE ME TWELVE THOUSAND FRANCS A YEAR AND IN ADDITION THE REPUTATION OF A GOOD SON
1692,audio_01692.wav,अखबार के मुताबिक उन्होंने कहा कि केंद्र सरकार निन्यानवे वस्तुओं को जीएसटी
1652,audio_01652.wav,தொலைநோக்கு பார்வைன்னு சொல்கிறோம்
86,audio_00086.wav,BUT GO ON WILL WHAT HAPPENED NEXT OH I LOOKED UP TO SEE WHAT HAD MADE THAT QUEER SOUND AND THERE HE WAS JUST STANDING AND LOOKING STRAIGHT AT ME I WAS NEARLY SCARED TO DEATH AT FIRST FOR HE LOOKED NEARLY AS BIG AS A BARN
1613,audio_01613.wav,us the warning that the ghost still moves around.
260,audio_00260.wav,किसी कारण से बादशाह के कोप भाजन बन गए
971,audio_00971.wav,पैकेज मांगा है जिसपर जनवरी तक फैसला होने की उम्मीद है
1727,audio_01727.wav,सऊदी अरब ट्यूनीशिया संयुक्त अरब अमीरात और यमन
1964,audio_01964.wav,ஒம்பது மூணு ஏழு ஒன்று மூணு நாலு ஜீரோ ஏழு மூணு அஞ்சு எட்டு என்ற மொபைல் எண்ணுக்குத் தடுப்பூசிச் சான்றிதழைப் பதிவிறக்க பயனாளியின் பெயரைக் குறிப்பிடவும்
472,audio_00472.wav,பாவக்காய் குழம்பு அப்படிதான் புளி ஊற்றி வைப்போம் ஊற்றி நார்மலாக கொத்தமல்லி சீரகம் வெங்காயம் இதுக்கு கறிமசால் போடுறமோ அதே மசால் இந்த பாவக்காய் குழம்பு வைப்போம் நான் வைக்கிற வீட்டில் குழம்பு எதுவும் வேஸ்டு பண்ண மாட்டோம் நல்லா சாப்பிடுவாங்க
60,audio_00060.wav,எதனாலனா அங்கே வித விதமான புத்தகங்களை பாக்கறதுக்கு ஒரு இதாக இருக்கும் நம்ம எதிர்பார்த்த புத்தகங்களும் கெடைக்கிறதுக்கும் வாய்ப்பிருக்குது எதிர்பாராமல் புதுசாக ஒரு அனுபவம் கெடைக்கிறதுக்காக பல புத்தகங்களில் நம்ம தேர்ந்தெடுக்கலாம் அதனால புத்தக எக்ஸ்போ புக் எக்ஸ்போ எங்கேயா போட்டாங்கன்னா கண்டிப்பாக நான் போவேன்
934,audio_00934.wav,उन्होंने लिखा ये दिल दहलाने वाली त्रासदी है
1906,audio_01906.wav,something very important cropped up.
689,audio_00689.wav,लोग बाहर कमाते हैं और यहां पैसा लाते हैं
1666,audio_01666.wav,THE BIG MOOSE A BULL MOOSE YOU SAY WILL ECHOED BLUFF HIS FACE LIGHTING UP WITH SUDDEN ENERGY THAT'S WHAT I MEAN REPLIED THE OTHER I KNOW WHAT YOU'RE THINKING BLUFF AND THAT I WOULDN'T KNOW A BULL MOOSE IF I SAW ONE
262,audio_00262.wav,here out of fear.
1831,audio_01831.wav,துபாய் லண்டன் சிங்கப்பூர் பேரீஸ்
520,audio_00520.wav,had the habit of drinking.
1941,audio_01941.wav,सत्रह दिसंबर से साइट पर ऐसी कोई भी सामग्री दिखना बंद हो
137,audio_00137.wav,शर्त ये थी कि ज़मीन दिल्ली के पास होनी चाहिए
1492,audio_01492.wav,ONE HAD VAGUELY TAKEN FOR POSSIBLE IN LONDON BUT IN WHICH ONE HAD NEVER BEEN EVEN TO THIS SMALL EXTENT CONCERNED THE LITTLE AMERICAN'S SUDDEN SOCIAL ADVENTURE HER HAPPY AND NO DOUBT HARMLESS FLOURISH
1131,audio_01131.wav,even after so many years.
1134,audio_01134.wav,बुलेट ट्रेन का प्रोजेक्ट खतरे में पड़ सकता है
1085,audio_01085.wav,CHAPTER SEVENTEEN NEXT DAY MARGUERITE SENT ME AWAY VERY EARLY SAYING THAT THE DUKE WAS COMING AT AN EARLY HOUR AND PROMISING TO WRITE TO ME THE MOMENT HE WENT AND TO MAKE AN APPOINTMENT FOR THE EVENING
80,audio_00080.wav,of bhabaprasad which i had by now understood.
1716,audio_01716.wav,UNTIL ELEVEN O'CLOCK AT ANY RATE HE'S A FUNK SNAPPED THE OTHER A BEASTLY FUNK HE STAMPED DOWN THE STAIRS AS THOUGH TESTING THE WEIGHT OF EVERY TREAD OPENED THE FRONT DOOR WITHOUT ASSISTANCE SLAMMED IT BEHIND HIM AND DISAPPEARED INTO THE NIGHT
1435,audio_01435.wav,SHE ENUNCIATED TO RELIEVE HIS BEWILDERMENT THE OBVIOUS TRUTH THAT YOU COULDN'T LEAVE LONDON FOR THREE MONTHS AT THAT TIME OF THE YEAR AND COME BACK TO FIND YOUR FRIENDS JUST WHERE THEY WERE AS THEY HAD OF COURSE BEEN JIGGING AWAY
1656,audio_01656.wav,remember how we had quarrelled once.
999,audio_00999.wav,water in the area the small hillocks in the.
407,audio_00407.wav,அமௌண்டு வந்து பார்த்திங்கன்னா ஆன்லைன்ல பே பண்ண சொல்கிறாரு நா கேஷ் ஆன் டெலிவரி தான் எதிர்பார்த்தேன் ஆனால் அவர் வந்து ஆன்லைன் பே ஆன்லைன்ல பேமெண்ட் சென்ட் பண்ணுங்கனு சொல்கிறாரு
674,audio_00674.wav,poor balen who have forgotten the very stairs.
337,audio_00337.wav,WELL SO LONG BOYS AND WE ALL WISH YOU SUCCESS
212,audio_00212.wav,have come here on official duty i must go.
969,audio_00969.wav,சில ஹாஸ்ப்பிட்டல் நல்ல ஹாஸ்ப்பிட்டல் தூரமாக இருக்கும் சில மருத்துவமனை பக்கமாக இருக்கும் ஆனால் சில மருத்துவமனைகளும் பிரச்சனைகள் நடக்கிறது தப்புக்கள் நடக்கிறது அந்த தப்பை ஒருவருக்கு
219,audio_00219.wav,interrupting balen prabal had said.
318,audio_00318.wav,the back door of the bathroom.
781,audio_00781.wav,நாளுக்கு நாள் பெருகிக் கொண்டு இருக்குது
1162,audio_01162.wav,அப்பறம் நிறைய பேருக்கு சண்டையெல்லாம் வந்திருக்கு மீன் பெரிய மீனை பிடிச்சி சண்டை வர்றது மீன் வந்து நெட் ஒரு நெட் கட்டிருப்பாங்க நரம்பில் நரம்பில் நெட் கட்டிருக்கும்போது அது மீனை பிடிச்சி இழுக்கும்போது அது கீழே எறங்கிடும் கீழ எறங்குனாக்கா மீன் மாட்டிக்கிச்சி அப்புடின்னு மீன் மீன் இழுக்குது அப்டின்ட்டு தூக்கம்போது மீன் மாட்டிக்கிடும் மீன் மாட்டிக்கிட்டா அத வீட்டுக்கு கொண்டு போயிடுவாங்க
893,audio_00893.wav,there will be a huge elephant.
176,audio_00176.wav,i asked the question like a researcher in social.
1596,audio_01596.wav,A FALL OF SMALL FROGS NEAR BIRMINGHAM ENGLAND JUNE THIRTIETH EIGHTEEN NINETY TWO IS ATTRIBUTED TO A SPECIFIC WHIRLWIND BUT NOT A WORD AS TO ANY SPECIAL POND THAT HAD CONTRIBUTED
892,audio_00892.wav,you look as though you are frozen stiff.
881,audio_00881.wav,IN THE LONDON TIMES JULY FOURTH EIGHTEEN EIGHTY THREE THERE IS AN ACCOUNT OF A SHOWER OF TWIGS AND LEAVES AND TINY TOADS IN A STORM UPON THE SLOPES OF THE APENNINES THESE MAY HAVE BEEN THE EJECTAMENTA OF A WHIRLWIND I ADD HOWEVER
660,audio_00660.wav,so was balens.
323,audio_00323.wav,क्या मापदंड प्रयोग में लाते हैं
223,audio_00223.wav,रही है यह विस्तार से जानने से पहले आइए जानते हैं अशोक
641,audio_00641.wav,I DON'T KNOW HOW MANY TO A DEN HUNDREDS MAYBE BUT ACCORDING TO THE ACCOUNT OF THIS OCCURRENCE IN THE NEW YORK TIMES THERE WERE THOUSANDS OF THEM ALIVE FROM ONE FOOT TO EIGHTEEN INCHES IN LENGTH
1881,audio_01881.wav,कोशिश करता तो फिर मेरा मन वैसी ही अजीब दहशत से भर
163,audio_00163.wav,राम वर्मा को भी आमंत्रित किया था
1023,audio_01023.wav,YOU KNOW PERFECTLY WELL THAT I HAVE NO RIGHT TO ACCEPT IT SAVE FROM ONE MAN LET ME ALONE BIG BABY AND SAY NOTHING THAT MEANS SAID PRUDENCE THAT WHEN I HAVE TWO DAYS FREE I WILL COME AND SPEND THEM WITH YOU
397,audio_00397.wav,and then one morning he suddenly died in bed.
1762,audio_01762.wav,ground and when he sticks out his tongue he.
1558,audio_01558.wav,மலையேற்றம் மலையேறுவதுங்குறது வந்து பார்த்தீங்கன்னு வச்சிக்கோங்களேன் ஜஸ்ட்டு போனோமா ஒரு மலை இருக்குதா எத்தனை இது வந்து ஒரு மூணு கிலோமீட்டர் மலை ஏறும் மேலே ஏறணும் கீழே இறங்கணும்
1373,audio_01373.wav,புது செய்யுள் அந்த மாதிரி அளவுகோல்கள் எதுவும் இல்லாமல் வரையறைகள் எதுவும் இல்லாமல் தமிழ் வார்த்தைகளால் கவிஞர்களுக்கு என்ன தோன்றதோ அதை எழுதுகிறத வந்து
1523,audio_01523.wav,the one who was noticed after an interview with.
1336,audio_01336.wav,BUT NEWTONIAN GRAVITATION ADMITS ATTRACTION ONLY THEN NEWTONIAN GRAVITATION CAN BE ONLY ONE THIRD ACCEPTABLE EVEN TO THE ORTHODOX OR THERE IS DENIAL OF THE CORRELATION AND EQUIVALENCE OF FORCES OR STILL SIMPLER HERE ARE THE DATA
1842,audio_01842.wav,must have noticed them for a long time.
1241,audio_01241.wav,that they now felt it was impossible to return to their.
804,audio_00804.wav,BUT IT WAS THEY ALL OF THEM TOGETHER WHO HAD DEVELOPED HER SHE WAS ALWAYS A CHARMER ONE OF THE GREATEST EVER SEEN BUT SHE WASN'T THE PERSON HE HAD BACKED
1217,audio_01217.wav,PRUDENCE WAS ONE OF THOSE WOMEN WHO SEEM MADE ON PURPOSE FOR DAYS IN THE COUNTRY WITH HER UNCHANGING GOOD HUMOUR AND HER ETERNAL APPETITE SHE NEVER LEFT A DULL MOMENT TO THOSE WHOM SHE WAS WITH AND WAS PERFECTLY HAPPY IN ORDERING EGGS CHERRIES MILK
1174,audio_01174.wav,யோசித்து பாருங்கள் அண்ணா பல்கலைக்கழகத்தில் ஒரு தனிப்பட்ட படிப்பே இருந்தது ஒரு டிகிரி
1930,audio_01930.wav,A CORRESPONDENT WRITES FROM THE DOVE MARINE LABORATORY CUTTERCOATS ENGLAND THAT AT HINDON A SUBURB OF SUNDERLAND AUGUST TWENTY FOURTH NINETEEN EIGHTEEN HUNDREDS OF SMALL FISHES IDENTIFIED AS SAND EELS HAD FALLEN
1413,audio_01413.wav,எல்லைலந்து ஆத்தாங்கரைக்கு ஒரு எல்லைக்கு ஒரு சாமி வரும் அந்த சாமியை குறிப்பார்த்து அனுப்பிட்டு திரும்பி நாங்கள் கோயிலுக்கு வந்து
296,audio_00296.wav,a developed countries had grown so close.
217,audio_00217.wav,A REGION OF INERTNESS TO THIS EARTH'S GRAVITATION OF COURSE HOWEVER A REGION THAT BY THE FLUX AND VARIATION OF ALL THINGS MUST AT TIMES BE SUSCEPTIBLE BUT AFTERWARD OUR HERESY WILL BIFURCATE
233,audio_00233.wav,at without letting me finish bhabaprasad explained that no.
1033,audio_01033.wav,THERE CAME ANOTHER IT MUST BE ADDED AND DOUBTLESS AS A RESULT OF SOMETHING THAT OVER THE CLOTH DID HANG BETWEEN THEM WHEN SHE STRUCK HIM AS HAVING QUITE ANSWERED DEAR NO FOR WHAT DO YOU TAKE ME
1922,audio_01922.wav,அப்புறம் அப்புறம் எனக்கு இருபத்தி ஒரு வயசு ஆனதுக்கப்புறம் கல்யாணம் பண்ணினாங்க
336,audio_00336.wav,come to one of the worlds coldest places.
543,audio_00543.wav,சரி ஓட்டல்ல சாப்புடல்லானா முடியல கட்டுப்படி ஆகல சரி சமைச்சி சாப்புடல்லானு கேஸுக்கு ஆர்டரு பண்ணோம் ஆனால் எந்த ப்ரூஃப் இல்லாமல் கேஸ் கெடைக்கல சரி அவசரத்துக்கு ஆகட்டுமேனு ஒரு ஸ்டவ் அடுப்பு அதுவும் கையில் அடிக்கிற மாதிரி ஒரு ஸ்டவ் அடுப்பு
870,audio_00870.wav,darling and there he will get a second.
1115,audio_01115.wav,சே கொஞ்சம் விஷயோம் இது இதுக்கப்பறோம் இது வரலாற்றில் வந்து ரொம்ப எனக்கு சுவாரஷ்யமாக இருந்த விஷயத்துல இது ஒன்று
1066,audio_01066.wav,IT WAS IMPOSSIBLE TO RESIST AN EXISTENCE
648,audio_00648.wav,सरोगेसी पर शोध किया है
1299,audio_01299.wav,my job will be to write about.
1469,audio_01469.wav,fits water myself when i need it.
774,audio_00774.wav,बहुत बदनामी होगी विदेश में
1238,audio_01238.wav,FOR THE MOST OF THEM GAMBLING WAS A NECESSITY FOR ME IT WAS A REMEDY FREE OF MARGUERITE I SHOULD HAVE BEEN FREE OF GAMBLING THUS IN THE MIDST OF ALL THAT I PRESERVED A CONSIDERABLE AMOUNT OF SELF POSSESSION
655,audio_00655.wav,bhabaprasads drinking habit however did not affect his.
1908,audio_01908.wav,the two to each other in the first place.
647,audio_00647.wav,i noticed bhabaprasad getting unduly.
1526,audio_01526.wav,sir had asked me not to tell.
1694,audio_01694.wav,IT ISN'T FAIR FOR YOU TO PAY THE BILL LET HIM GO AFTER ANDY NO I PREFER SETTLING THE ACCOUNT MYSELF AND NOT HAVING ANY TROUBLE ABOUT IT FRANK TOLD HIS OBJECTING CHUMS BESIDES WE'VE HAD ENOUGH FUN OUT OF THE BUSINESS TO STAND A LITTLE EXPENSE LIKE THAT
1774,audio_01774.wav,THAT HAVE FALLEN WITH A DISTRIBUTION NARROWER THAN IS ATTRIBUTABLE TO A WHIRLWIND THAT HAVE FALLEN FOR A CONSIDERABLE LENGTH OF TIME UPON THE SAME NARROW AREA OF LAND THESE THREE FACTORS INDICATE SOMEWHERE NOT FAR ALOFT
711,audio_00711.wav,tree intruding into the room through the broken ventilator.
1208,audio_01208.wav,no thought must have been given to.
910,audio_00910.wav,ரொம்ப வருஷமாக ரொம்ப மாசமாக டாக்டர்ஸே இல்லாமல்தான் இருந்தாங்க இப்போ கூட ஏதோ காண்ட்ராக்ட்டுக்கு எடுத்து போட்டிருக்காங்க அவங்களும் அவ்வளோவா எக்ஸ்பீரியன்ஸ் கிடையாது
1695,audio_01695.wav,could be that he would have some.
207,audio_00207.wav,இப்போ சப்போஸ் நாம வந்து ஹைவேஸ் எடுத்தா சீக்கிரமாக போக முடியுமா இல்லை நார்மலாக சிட்டி ரோடில் போனா ஈசியாக போக முடியுமா நீங்கள் எதையாது கொஞ்சம் சொல்லுங்கள்
1608,audio_01608.wav,to overcome that fear.
1501,audio_01501.wav,i had already expected.
422,audio_00422.wav,an elephant our favourite animal.
1001,audio_01001.wav,मेरे बुआ और दूसरे रिश्तेदारों ने फौरन मेरी मां पर दबाव डाला
1472,audio_01472.wav,LET US GO AND SEE IF IT IS TO LET THE HOUSE WAS EMPTY AND TO LET FOR TWO THOUSAND FRANCS WOULD YOU BE HAPPY HERE SHE SAID TO ME AM I SURE OF COMING HERE
1037,audio_01037.wav,அதுபோல் எங்கள் அம்மா ரொம்ப பாசமாக இருப்பாங்க எங்கள் அம்மா ஒரு எழுபத்தஞ்சி வயசு வரைக்கும் எங்கள் கூட இருந்தாங்க
1440,audio_01440.wav,वह सामने आया और अपने रिवॉल्वर से फायरिंग करने लगा
1997,audio_01997.wav,पाकिस्तान ने आईएमएफ़ से करीब आठ से बारह डॉलर बीलियन का बेलआउट
385,audio_00385.wav,छह सर्गों की कथा कवि की मूल संरचना है
771,audio_00771.wav,COVERING HER HANDS WITH TEARS IN MY JOY AT BEING THUS LOVED MY LIFE IS YOURS MARGUERITE YOU NEED THIS MAN NO LONGER AM I NOT HERE SHALL I EVER LEAVE YOU AND CAN I EVER REPAY YOU FOR THE HAPPINESS THAT YOU GIVE ME
627,audio_00627.wav,i did not show any eagerness to listen.
1629,audio_01629.wav,NO MORE PATAGONIA HE ROARED NO MORE TIERRA DEL FUEGO HE PAUSED CERTAINLY HE REPLIED TO SOME QUESTION BUT NOT PATAGONIA HE PAUSED AGAIN
1830,audio_01830.wav,मगर महाराजा विक्रमादित्य ने उसकी मदद नहीं की
687,audio_00687.wav,ranger and go to bed only around two am.
544,audio_00544.wav,மணி ஆனந்தகுமார் தினகரன் சுவர்ணாம்பிகை மேனகா
1892,audio_01892.wav,हंसदूत नामक दार्शनिक काव्य की रचना की थी
1178,audio_01178.wav,தமிழ் மொழி தெரியாதவங்களுக்கு வந்து நாங்கள் சொல்லிப்பார்ப்போம் தமிழில் பேசிப்பார்ப்போம் புரியலனு சொன்னாங்கன்னா அவங்களுக்கு எப்படி என்ன பாஷையோ தெரியாது அது அது எங்களுக்கு தெரிஞ்சிதுனா நாங்கள் அதுக்கு தகுந்தாப்புல அவங்களுக்கு பேசுவோம் அது எங்களுக்கு தெரியாத பட்சத்தில் நாங்கள் கை வா கை வழியாக ஜாடை பண்ணி இந்தமாதிரி மொழி ப பயிர்க்கிற மாதிரி நாங்கள் இந்த மாதிரி பண்ணிக்குவோம்
1278,audio_01278.wav,वो कहते हैं इस ख़ासियत के कारण बच्चे तक उनकी शैली और
679,audio_00679.wav,I LOST ONLY WHAT I WAS ABLE TO PAY AND GAINED ONLY WHAT I SHOULD HAVE BEEN ABLE TO LOSE FOR THE REST CHANCE WAS ON MY SIDE I MADE NO DEBTS AND I SPENT THREE TIMES AS MUCH MONEY AS WHEN I DID NOT GAMBLE
1007,audio_01007.wav,तभी शांतिवन के आवासीय स्कूल के बारे में पता चला और हमने
1731,audio_01731.wav,அப்புறோம் கண் அறுவை சிகிச்சை அப்புறோம் பல ஆப்பரேஷன்ஸ் இதுலாம் பார்த்து பயப்படறாங்க
1548,audio_01548.wav,NOW WHAT D'YE RECKON CAN HAVE HAPPENED OH UNCLE FELIX DON'T I LOVE YOU MUTTERED BLUFF AS IF A SUDDEN BRILLIANT IDEA HAD COME INTO HIS MIND WHAT'S UNCLE FELIX GOT TO DO WITH IT DEMANDED JERRY
1814,audio_01814.wav,இல்லை வ சூடு பண்ணி அதை வடிகட்டியும் குடிக்கலாம் இப்படிய பல முறைகள யூஸ் பண்ணலாம் இப்படி யூஸ் பண்ணுறது நமக்கு நல்லது ஏன்னா தொற்று வியாதிகள் எதுவும்
569,audio_00569.wav,scattered bits of soot hanging loosely all.
1249,audio_01249.wav,AN EXAMINATION OF THE WEATHER MAP SHOWS THAT THESE HAILSTORMS OCCUR ON THE SOUTH SIDE OF A REGION OF COLD NORTHERLY WINDS AND WERE BUT A SMALL PART OF A SERIES OF SIMILAR STORMS
656,audio_00656.wav,தண்ணி பட்டவுன்னே வெளியே அப்படியே பஞ்சு ஃபுல்லாக வெளியே வந்துருச்சு ஸ்ப்ரிங்கு மாதிரி போட்டு கொடுத்துருப்பாங்களாட்ருக்கு ஸ்பிரிங்கு மாதிரி அதிகமாக இருக்குது உட்காரவே முடியல குழந்தைகள்லாம் உட்காந்தா குத்துதுங்கிறாங்க விளையாடவே முடியலங்கிறாங்க
785,audio_00785.wav,பார்த்து முடிச்சுக்கிட்டேன் எனக்கு வந்து நான் க கரெக்டாக அந்த ப வேலை வரப்போது எனக்கு அப்போ வந்து காலில் அடிப்பட்டுருச்சு கால் வந்து பலமான அடி கட்டு போட்டிருக்கேன்
